cik,ticker,fiscal_year,curr_id,prev_id,similarity,label,review,heading,structural_rewrite
7789,ASB,2022,7789_FY2022_044,7789_FY2021_047,1.0,CARRIED_FORWARD,,We may experience unanticipated losses as a result of residential mortgage loan repurchase or reimbursement obligations under agreements with secondary market purchasers,
7789,ASB,2022,7789_FY2022_032,7789_FY2021_035,0.9743,CARRIED_FORWARD,,Consumers may decide not to use banks to complete their financial transactions.,
7789,ASB,2022,7789_FY2022_012,7789_FY2021_015,0.6694,MATERIALLY_REVISED,,Changes in interest rates could reduce the value of our investment securities holdings which would increase our accumulated other comprehensive loss and thereby negatively impact stockholders' equity.,
7789,ASB,2022,7789_FY2022_003,7789_FY2021_006,1.0,CARRIED_FORWARD,,Our allowance for credit losses may be insufficient.,
7789,ASB,2022,7789_FY2022_050,7789_FY2021_054,1.0,CARRIED_FORWARD,,Ethics or conflict of interest issues could damage our reputation.,
7789,ASB,2022,7789_FY2022_061,7789_FY2021_064,1.0,CARRIED_FORWARD,,Our internal controls may be ineffective.,
7789,ASB,2022,7789_FY2022_051,7789_FY2021_055,1.0,CARRIED_FORWARD,,The price of our securities can be volatile.,
7789,ASB,2022,7789_FY2022_049,7789_FY2021_053,1.0,CARRIED_FORWARD,,Negative publicity could damage our reputation.,
7789,ASB,2022,7789_FY2022_020,7789_FY2021_023,1.0,CARRIED_FORWARD,,"We are dependent upon third parties for certain information system, data management and processing services, and to provide key components of our business infrastructure",
7789,ASB,2022,7789_FY2022_034,7789_FY2021_037,0.9812,CARRIED_FORWARD,,The earnings of financial services companies are significantly affected by general business and economic conditions.,
7789,ASB,2022,7789_FY2022_060,7789_FY2021_063,1.0,CARRIED_FORWARD,,Changes in our accounting policies or in accounting standards could materially affect how we report our financial results.,
7789,ASB,2022,7789_FY2022_023,7789_FY2021_026,1.0,CARRIED_FORWARD,,"Impairment of investment securities, goodwill, other intangible assets, or DTAs could require charges to earnings, which could result in a negative impact on our results of operations.",
7789,ASB,2022,7789_FY2022_013,7789_FY2021_016,0.9863,CARRIED_FORWARD,,"Changes in interest rates could also reduce the value of our residential mortgage-related securities and MSRs, which could negatively affect our earnings.",
7789,ASB,2022,7789_FY2022_027,7789_FY2021_030,0.4488,MATERIALLY_REVISED,,"Increasing, complex and evolving regulatory and stakeholder expectations on ESG matters could adversely affect our reputation, our access to capital and the market price of our securities.",
7789,ASB,2022,7789_FY2022_052,7789_FY2021_056,1.0,CARRIED_FORWARD,,"There may be future sales or other dilution of our equity, which may adversely affect the market price of our securities.",
7789,ASB,2022,7789_FY2022_057,7789_FY2021_061,0.9811,CARRIED_FORWARD,,"An entity holding as little as a 5% interest in our outstanding common stock could, under certain circumstances, be subject to regulation as a ""bank holding company.""",
7789,ASB,2022,7789_FY2022_038,7789_FY2021_041,0.9558,CARRIED_FORWARD,,"Acquisitions may be delayed, impeded, or prohibited due to regulatory issues.",
7789,ASB,2022,7789_FY2022_011,7789_FY2021_014,1.0,CARRIED_FORWARD,,The impact of interest rates on our mortgage banking business can have a significant impact on revenues.,
7789,ASB,2022,7789_FY2022_026,7789_FY2021_029,0.9104,CARRIED_FORWARD,,"Severe weather, natural disasters, public health issues, civil unrest, acts of war or terrorism, and other external events could significantly impact our ability to conduct business.",
7789,ASB,2022,7789_FY2022_006,7789_FY2021_009,1.0,CARRIED_FORWARD,,We depend on the accuracy and completeness of information furnished by and on behalf of our customers and counterparties.,
7789,ASB,2022,7789_FY2022_055,7789_FY2021_059,1.0,CARRIED_FORWARD,,"Our articles of incorporation, bylaws, and certain banking laws may have an anti-takeover effect.",
7789,ASB,2022,7789_FY2022_046,7789_FY2021_049,1.0,CARRIED_FORWARD,,We are subject to examinations and challenges by tax authorities.,
7789,ASB,2022,7789_FY2022_018,7789_FY2021_021,0.9475,CARRIED_FORWARD,,"From time to time, the Corporation engages in acquisitions, including acquisitions of depository institutions. The integration of core systems and processes for such transactions often occurs after the closing, which may create elevated risk of cyber incidents.",
7789,ASB,2022,7789_FY2022_025,7789_FY2021_028,0.9599,CARRIED_FORWARD,,Climate change and related legislative and regulatory initiatives may result in operational changes and expenditures that could significantly impact our business.,
7789,ASB,2022,7789_FY2022_019,7789_FY2021_022,1.0,CARRIED_FORWARD,,We rely heavily on communications and information systems to conduct our business.,
7789,ASB,2022,7789_FY2022_063,7789_FY2021_066,1.0,CARRIED_FORWARD,,Loss of key employees may disrupt relationships with certain customers.,
7789,ASB,2022,7789_FY2022_014,7789_FY2021_017,0.9389,CARRIED_FORWARD,,The replacement of the LIBOR as a financial benchmark presents risks to the financial instruments originated or held by the Corporation.,
7789,ASB,2022,7789_FY2022_043,7789_FY2021_046,0.9952,CARRIED_FORWARD,,"The Bank is periodically examined for mortgage-related issues, including mortgage loan and default services, fair lending, and mortgage banking.",
7789,ASB,2022,7789_FY2022_041,7789_FY2021_044,1.0,CARRIED_FORWARD,,Changes in requirements relating to the standard of conduct for broker-dealers under applicable federal and state law may adversely affect our business.,
7789,ASB,2022,7789_FY2022_058,7789_FY2021_062,0.9427,CARRIED_FORWARD,,Our ability to originate residential mortgage loans for portfolio has been adversely affected by the increased competition resulting from the unprecedented involvement of the U.S. government and GSEs in the residential mortgage market.,
7789,ASB,2022,7789_FY2022_007,7789_FY2021_010,1.0,CARRIED_FORWARD,,Lack of system integrity or credit quality related to funds settlement could result in a financial loss.,
7789,ASB,2022,7789_FY2022_022,7789_FY2021_025,0.9259,CARRIED_FORWARD,,"Changes in the federal, state, or local tax laws may negatively impact our financial performance.",
7789,ASB,2022,7789_FY2022_042,7789_FY2021_045,0.9846,CARRIED_FORWARD,,"The CFPB has reshaped the consumer financial laws through rulemaking and enforcement of the prohibitions against unfair, deceptive and abusive business practices. Compliance with any such change may impact the business operations of depository institutions offering consumer financial products or ser",
7789,ASB,2022,7789_FY2022_031,7789_FY2021_034,0.9962,CARRIED_FORWARD,,Fiscal challenges facing the U.S. government could negatively impact financial markets which in turn could have an adverse effect on our financial position or results of operations.,
7789,ASB,2022,7789_FY2022_047,7789_FY2021_050,1.0,CARRIED_FORWARD,,We are subject to claims and litigation pertaining to fiduciary responsibility.,
7789,ASB,2022,7789_FY2022_008,7789_FY2021_011,1.0,CARRIED_FORWARD,,We are subject to environmental liability risk associated with lending activities.,
7789,ASB,2022,7789_FY2022_033,7789_FY2021_036,1.0,CARRIED_FORWARD,,Our profitability depends significantly on economic conditions in the states within which we do business.,
7789,ASB,2022,7789_FY2022_001,,0.1503,NEW,,"Changes and instability in economic conditions, geopolitical matters and financial markets, including a contraction of economic activity, could adversely impact our business, results of operations and financial condition.",
7789,ASB,2022,,7789_FY2021_003,0.0,DROPPED,,Our loan portfolios have been significantly affected by the COVID-19 pandemic,
7789,ASB,2022,,7789_FY2021_052,0.0,DROPPED,,"The Economic Growth Act did not eliminate many of the aspects of the Dodd-Frank Act that have increased our compliance costs, and remains subject to further rulemaking.",
7789,ASB,2022,,7789_FY2021_002,0.0327,DROPPED,,Regulatory and governmental actions to mitigate the impact of the COVID-19 pandemic on borrowers could result in a material decline in our earnings.,
7789,ASB,2022,,7789_FY2021_004,0.1503,DROPPED,,"Changes in economic and political conditions could adversely affect our earnings, as our borrowers’ ability to repay loans and the value of the collateral securing our loans decline.",
7789,ASB,2023,7789_FY2023_024,7789_FY2022_020,0.9954,CARRIED_FORWARD,,"We are dependent upon third parties for certain information system, data management and processing services, and to provide key components of our business infrastructure",
7789,ASB,2023,7789_FY2023_019,7789_FY2022_018,0.9882,CARRIED_FORWARD,,"From time to time, the Corporation engages in acquisitions, including acquisitions of depository institutions. The integration of core systems and processes for such transactions often occurs after the closing, which may create elevated risk of cyber incidents.",
7789,ASB,2023,7789_FY2023_015,7789_FY2022_013,1.0,CARRIED_FORWARD,,"Changes in interest rates could also reduce the value of our residential mortgage-related securities and MSRs, which could negatively affect our earnings.",
7789,ASB,2023,7789_FY2023_064,7789_FY2022_058,1.0,CARRIED_FORWARD,,Our ability to originate residential mortgage loans for portfolio has been adversely affected by the increased competition resulting from the unprecedented involvement of the U.S. government and GSEs in the residential mortgage market.,
7789,ASB,2023,7789_FY2023_006,7789_FY2022_006,1.0,CARRIED_FORWARD,,We depend on the accuracy and completeness of information furnished by and on behalf of our customers and counterparties.,
7789,ASB,2023,7789_FY2023_001,7789_FY2022_001,0.9393,CARRIED_FORWARD,,"Changes and instability in economic conditions, geopolitical matters and financial markets, including a contraction of economic activity, could adversely impact our business, results of operations and financial condition.",
7789,ASB,2023,7789_FY2023_002,7789_FY2022_002,1.0,CARRIED_FORWARD,,"Changes in U.S. trade policies, including the imposition of tariffs and retaliatory tariffs, may adversely impact our business, financial condition, and results of operations.",
7789,ASB,2023,7789_FY2023_059,7789_FY2022_053,1.0,CARRIED_FORWARD,,We may reduce or eliminate dividends on our common stock.,
7789,ASB,2023,7789_FY2023_003,7789_FY2022_003,1.0,CARRIED_FORWARD,,Our allowance for credit losses may be insufficient.,
7789,ASB,2023,7789_FY2023_039,7789_FY2022_035,1.0,CARRIED_FORWARD,,New lines of business or new products and services may subject us to additional risk.,
7789,ASB,2023,7789_FY2023_048,7789_FY2022_042,0.9989,CARRIED_FORWARD,,"The CFPB has reshaped the consumer financial laws through rulemaking and enforcement of the prohibitions against unfair, deceptive and abusive business practices. Compliance with any such change may impact the business operations of depository institutions offering consumer financial products or ser",
7789,ASB,2023,7789_FY2023_053,7789_FY2022_047,1.0,CARRIED_FORWARD,,We are subject to claims and litigation pertaining to fiduciary responsibility.,
7789,ASB,2023,7789_FY2023_028,7789_FY2022_024,1.0,CARRIED_FORWARD,,Revenues from our investment management and asset servicing businesses are significant to our earnings.,
7789,ASB,2023,7789_FY2023_042,7789_FY2022_038,0.944,CARRIED_FORWARD,,"Acquisitions may be delayed, impeded, or prohibited due to regulatory issues.",
7789,ASB,2023,7789_FY2023_047,7789_FY2022_041,1.0,CARRIED_FORWARD,,Changes in requirements relating to the standard of conduct for broker-dealers under applicable federal and state law may adversely affect our business.,
7789,ASB,2023,7789_FY2023_038,7789_FY2022_034,1.0,CARRIED_FORWARD,,The earnings of financial services companies are significantly affected by general business and economic conditions.,
7789,ASB,2023,7789_FY2023_029,7789_FY2022_025,0.8935,MATERIALLY_REVISED,,Climate change and related legislative and regulatory initiatives may result in operational changes and expenditures that could significantly impact our business.,
7789,ASB,2023,7789_FY2023_005,7789_FY2022_005,0.9594,CARRIED_FORWARD,,CRE lending may expose us to increased lending risks.,
7789,ASB,2023,7789_FY2023_061,7789_FY2022_055,1.0,CARRIED_FORWARD,,"Our articles of incorporation, bylaws, and certain banking laws may have an anti-takeover effect.",
7789,ASB,2023,7789_FY2023_008,7789_FY2022_008,1.0,CARRIED_FORWARD,,We are subject to environmental liability risk associated with lending activities.,
7789,ASB,2023,7789_FY2023_058,7789_FY2022_052,1.0,CARRIED_FORWARD,,"There may be future sales or other dilution of our equity, which may adversely affect the market price of our securities.",
7789,ASB,2023,7789_FY2023_000,7789_FY2022_000,1.0,CARRIED_FORWARD,,Risk Factors,
7789,ASB,2023,7789_FY2023_032,7789_FY2022_028,1.0,CARRIED_FORWARD,,Our earnings are significantly affected by the fiscal and monetary policies of the federal government and its agencies.,
7789,ASB,2023,7789_FY2023_026,7789_FY2022_022,0.9948,CARRIED_FORWARD,,"Changes in the federal, state, or local tax laws may negatively impact our financial performance.",
7789,ASB,2023,7789_FY2023_066,7789_FY2022_061,1.0,CARRIED_FORWARD,,Our internal controls may be ineffective.,
7789,ASB,2023,7789_FY2023_033,7789_FY2022_029,0.9894,CARRIED_FORWARD,,Our financial condition and results of operations could be negatively affected if we fail to grow or fail to manage our growth effectively.,
7789,ASB,2023,7789_FY2023_036,7789_FY2022_032,0.9561,CARRIED_FORWARD,,Consumers may decide not to use banks to complete their financial transactions.,
7789,ASB,2023,7789_FY2023_020,7789_FY2022_019,0.6745,MATERIALLY_REVISED,,We rely heavily on communications and information systems to conduct our business. We have experienced cybersecurity attacks in the past and our communications and information systems may experience an interruption or breach in security from future attacks.,
7789,ASB,2023,7789_FY2023_018,7789_FY2022_017,0.9527,CARRIED_FORWARD,,"Unauthorized disclosure of sensitive or confidential client or customer information, whether through a cyber-attack, other breach of our computer systems or otherwise, could severely harm our business.",
7789,ASB,2023,7789_FY2023_027,7789_FY2022_023,1.0,CARRIED_FORWARD,,"Impairment of investment securities, goodwill, other intangible assets, or DTAs could require charges to earnings, which could result in a negative impact on our results of operations.",
7789,ASB,2023,7789_FY2023_043,7789_FY2022_039,0.8608,MATERIALLY_REVISED,,We are subject to extensive government regulation and supervision.,
7789,ASB,2023,7789_FY2023_057,7789_FY2022_051,1.0,CARRIED_FORWARD,,The price of our securities can be volatile.,
7789,ASB,2023,7789_FY2023_004,7789_FY2022_004,0.9824,CARRIED_FORWARD,,We are subject to lending concentration risks.,
7789,ASB,2023,7789_FY2023_065,7789_FY2022_060,1.0,CARRIED_FORWARD,,Changes in our accounting policies or in accounting standards could materially affect how we report our financial results.,
7789,ASB,2023,7789_FY2023_040,7789_FY2022_036,1.0,CARRIED_FORWARD,,Failure to keep pace with technological change could adversely affect our business.,
7789,ASB,2023,7789_FY2023_013,7789_FY2022_011,1.0,CARRIED_FORWARD,,The impact of interest rates on our mortgage banking business can have a significant impact on revenues.,
7789,ASB,2023,7789_FY2023_052,7789_FY2022_046,1.0,CARRIED_FORWARD,,We are subject to examinations and challenges by tax authorities.,
7789,ASB,2023,7789_FY2023_034,7789_FY2022_030,1.0,CARRIED_FORWARD,,We operate in a highly competitive industry and market area.,
7789,ASB,2023,7789_FY2023_049,7789_FY2022_043,0.9933,CARRIED_FORWARD,,"The Bank is periodically examined for mortgage-related issues, including mortgage loan and default services, fair lending, and mortgage banking.",
7789,ASB,2023,7789_FY2023_062,7789_FY2022_056,1.0,CARRIED_FORWARD,,An investment in our common stock is not an insured deposit.,
7789,ASB,2023,7789_FY2023_012,7789_FY2022_010,0.9484,CARRIED_FORWARD,,We are subject to interest rate risk.,
7789,ASB,2023,7789_FY2023_041,7789_FY2022_037,1.0,CARRIED_FORWARD,,We may be adversely affected by risks associated with potential and completed acquisitions.,
7789,ASB,2023,7789_FY2023_063,7789_FY2022_057,1.0,CARRIED_FORWARD,,"An entity holding as little as a 5% interest in our outstanding common stock could, under certain circumstances, be subject to regulation as a ""bank holding company.""",
7789,ASB,2023,7789_FY2023_009,7789_FY2022_009,1.0,CARRIED_FORWARD,,Impairment of our access to liquidity could affect our ability to meet our obligations.,
7789,ASB,2023,7789_FY2023_031,7789_FY2022_027,0.8723,MATERIALLY_REVISED,,"Increasing, complex and evolving regulatory, stakeholder, and other third party expectations on ESG matters could adversely affect our reputation, our access to capital and the market price of our securities.",
7789,ASB,2023,7789_FY2023_014,7789_FY2022_012,0.8784,MATERIALLY_REVISED,,Changes in interest rates could reduce the value of our investment securities holdings which would increase our accumulated other comprehensive loss and thereby negatively impact stockholders' equity.,
7789,ASB,2023,7789_FY2023_030,7789_FY2022_026,1.0,CARRIED_FORWARD,,"Severe weather, natural disasters, public health issues, civil unrest, acts of war or terrorism, and other external events could significantly impact our ability to conduct business.",
7789,ASB,2023,7789_FY2023_054,7789_FY2022_048,1.0,CARRIED_FORWARD,,"We are a defendant in a variety of litigation and other actions, which may have a material adverse effect on our financial condition and results of operation.",
7789,ASB,2023,7789_FY2023_055,7789_FY2022_049,1.0,CARRIED_FORWARD,,Negative publicity could damage our reputation.,
7789,ASB,2023,7789_FY2023_035,7789_FY2022_031,0.9531,CARRIED_FORWARD,,Fiscal challenges facing the U.S. government could negatively impact financial markets which in turn could have an adverse effect on our financial position or results of operations.,
7789,ASB,2023,7789_FY2023_016,7789_FY2022_015,0.8461,MATERIALLY_REVISED,,We rely on dividends from our subsidiaries for most of our cash flow.,
7789,ASB,2023,7789_FY2023_060,7789_FY2022_054,1.0,CARRIED_FORWARD,,Common stock is equity and is subordinate to our existing and future indebtedness and preferred stock and effectively subordinated to all the indebtedness and other non-common equity claims against our subsidiaries.,
7789,ASB,2023,7789_FY2023_067,7789_FY2022_062,1.0,CARRIED_FORWARD,,We may not be able to attract and retain skilled people.,
7789,ASB,2023,7789_FY2023_068,7789_FY2022_063,1.0,CARRIED_FORWARD,,Loss of key employees may disrupt relationships with certain customers.,
7789,ASB,2023,7789_FY2023_056,7789_FY2022_050,1.0,CARRIED_FORWARD,,Ethics or conflict of interest issues could damage our reputation.,
7789,ASB,2023,7789_FY2023_017,7789_FY2022_016,1.0,CARRIED_FORWARD,,We face significant operational risks due to the high volume and the high dollar value nature of transactions we process.,
7789,ASB,2023,7789_FY2023_051,7789_FY2022_045,0.884,MATERIALLY_REVISED,,Fee revenues from overdraft protection programs constitute a significant portion of our noninterest income and may be subject to increased supervisory scrutiny.,
7789,ASB,2023,7789_FY2023_050,7789_FY2022_044,1.0,CARRIED_FORWARD,,We may experience unanticipated losses as a result of residential mortgage loan repurchase or reimbursement obligations under agreements with secondary market purchasers,
7789,ASB,2023,7789_FY2023_044,7789_FY2022_040,0.9466,CARRIED_FORWARD,,"The Bank faces risks related to the adoption of future legislation and potential changes in federal regulatory agency leadership, policies, and priorities.",
7789,ASB,2023,7789_FY2023_025,7789_FY2022_021,1.0,CARRIED_FORWARD,,The potential for business interruption exists throughout our organization.,
7789,ASB,2023,7789_FY2023_007,7789_FY2022_007,1.0,CARRIED_FORWARD,,Lack of system integrity or credit quality related to funds settlement could result in a financial loss.,
7789,ASB,2023,7789_FY2023_037,7789_FY2022_033,1.0,CARRIED_FORWARD,,Our profitability depends significantly on economic conditions in the states within which we do business.,
7789,ASB,2023,7789_FY2023_010,,0.0313,NEW,,The proportion of our deposit account balances that exceed FDIC insurance limits may expose the Bank to enhanced liquidity risk in times of financial distress.,
7789,ASB,2023,7789_FY2023_021,,0.0,NEW,,We are subject to certain industry standards regarding our credit card-related services. Failure to meet those standards may significantly impact our ability to offer these services.,
7789,ASB,2023,7789_FY2023_046,,0.0,NEW,,We will experience increases in FDIC insurance assessments due to the bank failures that occurred in 2023.,
7789,ASB,2023,7789_FY2023_023,,0.0,NEW,,"Any actual or perceived failure to comply with evolving regulatory frameworks around the development and use of artificial intelligence could adversely affect our business, results of operations, and financial condition.",
7789,ASB,2023,7789_FY2023_045,,0.0657,NEW,,"Recent volatility in the banking sector, triggered by the failures of Silicon Valley Bank, Signature Bank and First Republic Bank, may result in legislative initiatives, agency rulemaking activities, or changes in agency policies and priorities that could subject the Corporation and the Bank to enha",
7789,ASB,2023,7789_FY2023_022,,0.0,NEW,,"Compliance with ever-evolving federal and state laws relating to the handling of information about individuals involves significant expenditure and resources, and any failure by us or our vendors to comply may result in significant liability, negative publicity, and/or an erosion of trust, which cou",
7789,ASB,2023,7789_FY2023_011,,0.0,NEW,,Adverse changes to our credit ratings could limit our access to funding and increase our borrowing costs.,
7789,ASB,2023,,7789_FY2022_059,0.0,DROPPED,,"The coronavirus (COVID-19) pandemic has disrupted economic conditions, the financial and labor markets and workplace operating environments.",
7789,ASB,2023,,7789_FY2022_014,0.0657,DROPPED,,The replacement of the LIBOR as a financial benchmark presents risks to the financial instruments originated or held by the Corporation.,
7789,ASB,2024,7789_FY2024_040,7789_FY2023_039,1.0,CARRIED_FORWARD,,New lines of business or new products and services may subject us to additional risk.,
7789,ASB,2024,7789_FY2024_043,7789_FY2023_042,0.842,MATERIALLY_REVISED,,"Acquisitions may be delayed, impeded, or prohibited due to regulatory issues.",
7789,ASB,2024,7789_FY2024_059,7789_FY2023_058,1.0,CARRIED_FORWARD,,"There may be future sales or other dilution of our equity, which may adversely affect the market price of our securities.",
7789,ASB,2024,7789_FY2024_025,7789_FY2023_025,1.0,CARRIED_FORWARD,,The potential for business interruption exists throughout our organization.,
7789,ASB,2024,7789_FY2024_029,7789_FY2023_029,0.8736,MATERIALLY_REVISED,,Climate change and related legislative and regulatory initiatives may result in operational changes and expenditures that could significantly impact our business.,
7789,ASB,2024,7789_FY2024_037,7789_FY2023_036,0.8966,MATERIALLY_REVISED,,Consumers may decide not to use banks to complete their financial transactions.,
7789,ASB,2024,7789_FY2024_021,7789_FY2023_021,1.0,CARRIED_FORWARD,,We are subject to certain industry standards regarding our credit card-related services. Failure to meet those standards may significantly impact our ability to offer these services.,
7789,ASB,2024,7789_FY2024_054,7789_FY2023_053,1.0,CARRIED_FORWARD,,We are subject to claims and litigation pertaining to fiduciary responsibility.,
7789,ASB,2024,7789_FY2024_065,7789_FY2023_064,1.0,CARRIED_FORWARD,,Our ability to originate residential mortgage loans for portfolio has been adversely affected by the increased competition resulting from the unprecedented involvement of the U.S. government and GSEs in the residential mortgage market.,
7789,ASB,2024,7789_FY2024_011,7789_FY2023_011,0.995,CARRIED_FORWARD,,Adverse changes to our credit ratings could limit our access to funding and increase our borrowing costs.,
7789,ASB,2024,7789_FY2024_039,7789_FY2023_038,0.9617,CARRIED_FORWARD,,The earnings of financial services companies are significantly affected by general business and economic conditions.,
7789,ASB,2024,7789_FY2024_023,7789_FY2023_023,0.8592,MATERIALLY_REVISED,,"Any actual or perceived failure to comply with evolving regulatory frameworks around the development and use of AI could adversely affect our business, results of operations, and financial condition.",
7789,ASB,2024,7789_FY2024_031,7789_FY2023_031,0.5937,MATERIALLY_REVISED,,"Increasing, complex, evolving and conflicting regulatory, stakeholder, and other third-party expectations on ESG and DEI matters could adversely affect our reputation, our access to capital and the market price of our securities.",
7789,ASB,2024,7789_FY2024_057,7789_FY2023_056,1.0,CARRIED_FORWARD,,Ethics or conflict of interest issues could damage our reputation.,
7789,ASB,2024,7789_FY2024_010,7789_FY2023_010,0.9675,CARRIED_FORWARD,,The proportion of our deposit account balances that exceed FDIC insurance limits may expose the Bank to enhanced liquidity risk in times of financial distress.,
7789,ASB,2024,7789_FY2024_016,7789_FY2023_016,1.0,CARRIED_FORWARD,,We rely on dividends from our subsidiaries for most of our cash flow.,
7789,ASB,2024,7789_FY2024_006,7789_FY2023_006,1.0,CARRIED_FORWARD,,We depend on the accuracy and completeness of information furnished by and on behalf of our customers and counterparties.,
7789,ASB,2024,7789_FY2024_050,7789_FY2023_049,0.9792,CARRIED_FORWARD,,"The Bank is periodically examined for mortgage-related issues, including mortgage loan and default services, fair lending, and mortgage banking.",
7789,ASB,2024,7789_FY2024_052,7789_FY2023_051,0.8639,MATERIALLY_REVISED,,Fee revenues from overdraft protection programs constitute a significant portion of our noninterest income and have become subject to increased supervisory scrutiny.,
7789,ASB,2024,7789_FY2024_003,7789_FY2023_003,0.7798,MATERIALLY_REVISED,,Our allowance for credit losses on loans may be insufficient.,
7789,ASB,2024,7789_FY2024_008,7789_FY2023_008,1.0,CARRIED_FORWARD,,We are subject to environmental liability risk associated with lending activities.,
7789,ASB,2024,7789_FY2024_012,7789_FY2023_012,0.9259,CARRIED_FORWARD,,We are subject to interest rate risk.,
7789,ASB,2024,7789_FY2024_035,7789_FY2023_034,0.9955,CARRIED_FORWARD,,We operate in a highly competitive industry and market area.,
7789,ASB,2024,7789_FY2024_013,7789_FY2023_013,1.0,CARRIED_FORWARD,,The impact of interest rates on our mortgage banking business can have a significant impact on revenues.,
7789,ASB,2024,7789_FY2024_066,7789_FY2023_065,1.0,CARRIED_FORWARD,,Changes in our accounting policies or in accounting standards could materially affect how we report our financial results.,
7789,ASB,2024,7789_FY2024_027,7789_FY2023_027,1.0,CARRIED_FORWARD,,"Impairment of investment securities, goodwill, other intangible assets, or DTAs could require charges to earnings, which could result in a negative impact on our results of operations.",
7789,ASB,2024,7789_FY2024_000,7789_FY2023_000,1.0,CARRIED_FORWARD,,Risk Factors,
