risk_id,cik,ticker,company,fiscal_year,heading,filer_category,category,category_source,yoy_label,similarity,review,chars,caveat,source_url
1015328_FY2021_010,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Deterioration in economic conditions may materially adversely affect the financial services industry and our business, financial condition, results of operations and cash flows.",Risks Related to Economic Conditions and Operating Environment,financial,llm,,,,2510,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_011,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Since our business is concentrated in the Chicago metropolitan and southern Wisconsin market areas, economic declines in the economy of this region could adversely affect our business.",Risks Related to Economic Conditions and Operating Environment,financial,llm,,,,1289,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_012,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Climate change manifesting as transition, physical or other risks could adversely affect our operations, businesses, customers, reputation and financial condition.",Risks Related to Economic Conditions and Operating Environment,financial,llm,,,,1947,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_013,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"The financial services industry is very competitive, and if we are not able to compete effectively, we may lose market share and our business could suffer.",Risks Related to Competition and Reputation,strategic,llm,,,,3014,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_014,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Damage to our reputation may harm our business.,Risks Related to Competition and Reputation,strategic,llm,,,,2727,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_015,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Consumers may decide not to use banks to complete their financial transactions, which could adversely affect our business and results of operations.",Risks Related to Competition and Reputation,strategic,llm,,,,937,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_016,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,We may be adversely impacted by the soundness of other financial institutions.,Risks Related to Competition and Reputation,financial,llm,,,,922,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_017,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If we are unable to continue to identify favorable acquisitions or successfully integrate our acquisitions, our growth may be limited and our results of operations could suffer.",Risks Related to Growth and Acquisitions,strategic,llm,,,,3507,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_018,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,New lines of business and new products and services are essential to our ability to compete but may subject us to additional risks.,Risks Related to Growth and Acquisitions,strategic,llm,,,,2629,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_019,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,De novo operations often involve significant expenses and delayed returns and may negatively impact Wintrust's profitability.,Risks Related to Growth and Acquisitions,strategic,llm,,,,1483,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_020,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If we fail to meet our regulatory capital ratios, we may be forced to raise capital or sell assets.",Legal and Regulatory Risks,regulatory,llm,,,,1264,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_021,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Changes in the United States’ monetary policy may restrict our ability to conduct our business in a profitable manner.,Legal and Regulatory Risks,regulatory,llm,,,,1059,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_022,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Legislative and regulatory actions taken now or in the future regarding the financial services industry may significantly increase our costs or limit our ability to conduct our business in a profitable manner.,Legal and Regulatory Risks,regulatory,llm,,,,3278,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_023,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Financial reform legislation and increased regulatory rigor around consumer protection mortgage-related issues may reduce our ability to market our products to consumers and may limit our ability to profitably operate our mortgage business.,Legal and Regulatory Risks,regulatory,llm,,,,1858,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_024,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Federal, state and local consumer lending laws may restrict our ability to originate certain mortgage loans or increase our risk of liability with respect to such loans and could increase our cost of doing business.",Legal and Regulatory Risks,regulatory,llm,,,,2055,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_025,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Regulatory initiatives regarding bank capital requirements may require heightened capital.,Legal and Regulatory Risks,regulatory,llm,,,,1456,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_026,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Our FDIC insurance premiums may increase, which could negatively impact our results of operations.",Legal and Regulatory Risks,regulatory,llm,,,,1167,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_027,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Non-compliance with the USA PATRIOT Act, BSA or other laws and regulations could result in fines or sanctions.",Legal and Regulatory Risks,regulatory,llm,,,,1035,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_028,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,We are subject to claims and legal actions that could negatively affect our results of operations or financial condition.,Legal and Regulatory Risks,regulatory,llm,,,,759,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_029,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,We are subject to examinations and challenges by tax authorities that may impact our financial results.,Legal and Regulatory Risks,regulatory,llm,,,,1059,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_030,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Changes in federal and state tax laws and changes in interpretation of existing laws can impact our financial results.,Legal and Regulatory Risks,regulatory,llm,,,,688,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_031,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Changes in accounting policies or accounting standards could materially adversely affect how we report our financial results and financial condition.,Legal and Regulatory Risks,regulatory,llm,,,,1320,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_032,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Changes in U.S. trade policies, including the imposition of tariffs and retaliatory tariffs, may adversely impact our business, financial condition and results of operations.",Legal and Regulatory Risks,regulatory,llm,,,,2317,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_033,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If our allowance for credit losses is not sufficient to absorb losses that may occur in our loan portfolio, our financial condition and liquidity could suffer.",Risks Related to Lending Operations,financial,llm,,,,2000,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_034,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"As a participating lender in the SBA Paycheck Protection Program (“PPP”), the Company and its banks are subject to additional risks of litigation from the banks’ customers or other parties regarding the banks’ processing of loans for the PP",Risks Related to Lending Operations,regulatory,llm,,,,3407,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_035,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"A significant portion of our loan portfolio is comprised of commercial loans, the repayment of which is largely dependent upon the financial success and economic viability of the borrower.",Risks Related to Lending Operations,financial,llm,,,,1377,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_036,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"A substantial portion of our loan portfolio is secured by real estate, in particular commercial real estate. Deterioration in the real estate markets could lead to additional losses, which could have a material adverse effect on our financi",Risks Related to Lending Operations,financial,llm,,,,993,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_037,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Events impacting collateral consisting of real property could lead to additional losses which could have a material adverse effect on our financial condition and results of operations.,Risks Related to Lending Operations,financial,llm,,,,1056,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_038,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Any inaccurate assumptions in our analytical and forecasting models could cause us to miscalculate our projected revenue, capital, liquidity or losses, which could adversely affect our financial condition.",Risks Related to Lending Operations,operational,llm,,,,922,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_039,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,We are subject to environmental liability risk associated with lending activities.,Risks Related to Lending Operations,regulatory,llm,,,,1596,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_040,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Our premium finance business may involve a higher risk of delinquency or collection than our other lending operations, and could expose us to losses.",Risks Related to Our Niche Businesses,financial,llm,,,,4237,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_041,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Widespread financial difficulties or credit downgrades among commercial and life insurance providers could lessen the value of the collateral securing our premium finance loans and impair the financial condition and liquidity of FIRST Insur,Risks Related to Our Niche Businesses,financial,llm,,,,1782,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_042,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Our wealth management business in general, and Wintrust Investments’ brokerage operation, in particular, exposes us to certain risks associated with the securities industry.",Risks Related to Our Niche Businesses,financial,llm,,,,1370,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_043,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Changes in prevailing interest rates could adversely affect our net interest income, which is our largest source of income.",Risks Related to Financial Strength and Liquidity,financial,llm,,,,3325,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_044,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Our liquidity position may be negatively impacted if economic conditions do not improve or if they decline.,Risks Related to Financial Strength and Liquidity,financial,llm,,,,1606,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_045,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"An actual or perceived reduction in our financial strength may cause others to reduce or cease doing business with us, which could result in a decrease in our net interest income and fee revenues.",Risks Related to Financial Strength and Liquidity,strategic,llm,,,,1513,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_046,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If our credit rating is lowered, our financing costs could increase.",Risks Related to Financial Strength and Liquidity,financial,llm,,,,838,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_047,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If our growth requires us to raise additional capital, that capital may not be available when it is needed or the cost of that capital may be very high.",Risks Related to Financial Strength and Liquidity,financial,llm,,,,1231,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_048,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Disruption in the financial markets could result in lower fair values for our investment securities portfolio.,Risks Related to Financial Strength and Liquidity,financial,llm,,,,2658,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_049,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"We are a bank holding company, and our sources of funds, including to pay dividends, are limited.",Risks Related to Financial Strength and Liquidity,financial,llm,,,,1255,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_050,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Uncertainty about the future of LIBOR may adversely affect our business.,Risks Related to Financial Strength and Liquidity,financial,llm,,,,4085,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_051,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Our controls and procedures may fail or be circumvented.,Risks Related to General Operations,operational,llm,,,,653,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_052,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Our operational or security systems or infrastructure, or those of third parties, could fail or be breached, which could disrupt our business and adversely impact our results of operations, liquidity and financial condition, as well as caus",Risks Related to General Operations,operational,llm,,,,10246,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_053,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Our vendors may be responsible for failures that adversely affect our operations.,Risks Related to General Operations,operational,llm,,,,938,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_054,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"We issue debit cards, and debit card transactions pose a particular cybersecurity risk that is outside of our control.",Risks Related to General Operations,operational,llm,,,,886,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_055,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,We depend on the accuracy and completeness of information we receive about our customers and counterparties to make credit decisions.,Risks Related to General Operations,financial,llm,,,,772,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_056,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"If we are unable to attract and retain experienced and qualified personnel, our ability to provide high quality service will be diminished, we may lose key customer relationships, and our results of operations may suffer.",Risks Related to General Operations,operational,llm,,,,3475,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_057,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,"Our business could be adversely affected by the occurrence of extraordinary events, such as acts of war, terrorist attacks, natural disasters and public health threats.",Risks Related to General Operations,financial,llm,,,,1140,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2021_058,1015328,WTFC,WINTRUST FINANCIAL CORP,2021,Anti-takeover provisions could negatively impact our shareholders.,Risks Related to Ownership of Our Common Stock,strategic,llm,,,,3043,,https://www.sec.gov/Archives/edgar/data/1015328/000101532822000057/wtfc-20211231.htm
1015328_FY2022_000,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Economic Conditions and Operating Environment,RISK FACTORS,financial,llm,CARRIED_FORWARD,0.986,,356,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_001,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Competition and Reputation,RISK FACTORS,strategic,llm,CARRIED_FORWARD,1.0,,280,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_002,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Growth and Acquisitions,RISK FACTORS,strategic,llm,CARRIED_FORWARD,1.0,,341,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_003,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Legal and Regulatory Risks,RISK FACTORS,regulatory,llm,CARRIED_FORWARD,0.9903,,1138,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_004,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Lending Operations,RISK FACTORS,financial,llm,CARRIED_FORWARD,1.0,,779,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_005,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Our Niche Businesses,RISK FACTORS,financial,llm,CARRIED_FORWARD,1.0,,360,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_006,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to Financial Strength and Liquidity,RISK FACTORS,financial,llm,CARRIED_FORWARD,0.9643,,577,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_007,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risks Related to General Operations,RISK FACTORS,operational,llm,CARRIED_FORWARD,0.9499,,958,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_008,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Risk Factors,RISK FACTORS,financial,llm,CARRIED_FORWARD,1.0,,986,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_009,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Deterioration in economic conditions may materially adversely affect the financial services industry and our business, financial condition, results of operations and cash flows.",Risks Related to Economic Conditions and Operating Environment,financial,llm,CARRIED_FORWARD,0.9523,,3344,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_010,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Since our business is concentrated in the Chicago metropolitan and southern Wisconsin market areas, economic declines in the economy of this region could adversely affect our business.",Risks Related to Economic Conditions and Operating Environment,financial,llm,CARRIED_FORWARD,1.0,,1289,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_011,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Climate change manifesting as transition, physical or other risks could adversely affect our operations, businesses, customers, reputation and financial condition.",Risks Related to Economic Conditions and Operating Environment,financial,llm,CARRIED_FORWARD,1.0,,1947,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_012,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,The effects of COVID-19 have adversely impacted our operations and financial performance and could have similar adverse impacts in future periods.,Risks Related to Economic Conditions and Operating Environment,financial,llm,NEW,0.178,,1616,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_013,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"The financial services industry is very competitive, and if we are not able to compete effectively, we may lose market share and our business could suffer.",Risks Related to Competition and Reputation,strategic,llm,CARRIED_FORWARD,0.9988,,3002,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_014,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Damage to our reputation may harm our business.,Risks Related to Competition and Reputation,strategic,llm,CARRIED_FORWARD,1.0,,2727,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_015,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Consumers may decide not to use banks to complete their financial transactions, which could adversely affect our business and results of operations.",Risks Related to Competition and Reputation,strategic,llm,CARRIED_FORWARD,1.0,,937,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_016,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,We may be adversely impacted by the soundness of other financial institutions.,Risks Related to Competition and Reputation,financial,llm,CARRIED_FORWARD,1.0,,922,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_017,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"If we are unable to continue to identify favorable acquisitions or successfully integrate our acquisitions, our growth may be limited and our results of operations could suffer.",Risks Related to Growth and Acquisitions,strategic,llm,CARRIED_FORWARD,0.9969,,3519,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_018,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,New lines of business and new products and services are essential to our ability to compete but may subject us to additional risks.,Risks Related to Growth and Acquisitions,strategic,llm,CARRIED_FORWARD,1.0,,2629,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_019,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,De novo operations often involve significant expenses and delayed returns and may negatively impact Wintrust's profitability.,Risks Related to Growth and Acquisitions,strategic,llm,CARRIED_FORWARD,1.0,,1483,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_020,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"If we fail to meet our regulatory capital ratios, we may be forced to raise capital or sell assets.",Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,1264,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_021,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Changes in the United States’ monetary policy may restrict our ability to conduct our business in a profitable manner.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,0.9092,,1442,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_022,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Legislative and regulatory actions taken now or in the future regarding the financial services industry may significantly increase our costs or limit our ability to conduct our business in a profitable manner.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,0.9494,,2526,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_023,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"We are subject to complex and evolving laws, regulations, rules, standards and contractual obligations regarding data privacy and cybersecurity, which could increase the cost of doing business, compliance risks and potential liability.",Legal and Regulatory Risks,regulatory,llm,NEW,0.0,,4973,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_024,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Financial reform legislation and increased regulatory rigor around consumer protection and mortgage-related issues may reduce our ability to market our products to consumers and may limit our ability to profitably operate our mortgage busin,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,0.944,,1850,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_025,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Federal, state and local consumer lending laws may restrict our ability to originate certain mortgage loans or increase our risk of liability with respect to such loans and could increase our cost of doing business.",Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,2055,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_026,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Regulatory initiatives regarding bank capital requirements may require heightened capital.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,1456,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_027,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Our FDIC insurance premiums may increase, which could negatively impact our results of operations.",Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,0.9854,,1345,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_028,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,"Non-compliance with the USA PATRIOT Act, BSA or other laws and regulations could result in fines or sanctions.",Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,0.9659,,1101,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_029,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,We are subject to claims and legal actions that could negatively affect our results of operations or financial condition.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,759,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_030,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,We are subject to examinations and challenges by tax authorities that may impact our financial results.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,1059,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
1015328_FY2022_031,1015328,WTFC,WINTRUST FINANCIAL CORP,2022,Changes in federal and state tax laws and changes in interpretation of existing laws can impact our financial results.,Legal and Regulatory Risks,regulatory,llm,CARRIED_FORWARD,1.0,,688,,https://www.sec.gov/Archives/edgar/data/1015328/000101532823000070/wtfc-20221231.htm
